0.0 0
4.8 0
9.6 0
14.4 0
19.2 0
24.0 0
28.8 0
33.6 0
38.4 0
43.2 0
48.0 0
52.8 0
57.6 0
62.4 0
67.2 0
72.0 0
76.8 0
81.6 0
86.4 0
91.2 0
96.0 0
100.8 0
105.6 0
110.4 0
115.2 0
120.0 0
124.8 0
129.6 0
134.4 0
139.2 0
144.0 0
148.8 0
153.6 0
158.4 0
163.2 0
168.0 0
172.8 0
177.6 0
182.4 0
187.2 0
192.0 0
196.8 0
201.6 0
206.4 0
211.2 0
216.0 0
220.8 0
225.6 0
230.4 0
235.2 0
240.0 0
244.8 0
249.6 0
254.4 0
259.2 0
264.0 0
268.8 0
273.6 0
278.4 0
283.2 0
288.0 0
292.8 0
297.6 0
302.4 0
307.2 0
312.0 0
316.8 0
321.6 0
326.4 0
331.2 0
336.0 0
340.8 0
345.6 0
350.4 0
355.2 0
360.0 0
364.8 0
369.6 0
374.4 0
379.2 0
384.0 0
388.8 0
393.6 0
398.4 0
403.2 0
408.0 0
412.8 0
417.6 0
422.4 0
427.2 0
432.0 0
436.8 0
441.6 0
446.4 0
451.2 0
456.0 0
460.8 0
465.6 0
470.4 0
475.2 0
480.0 0
484.8 0
489.6 0
494.4 0
499.2 0
504.0 0
508.8 0
513.6 0
518.4 0
523.2 0
528.0 0
532.8 0
537.6 0
542.4 0
547.2 0
552.0 0
556.8 0
561.6 0
566.4 0
571.2 0
576.0 0
580.8 0
585.6 0
590.4 2
595.2 3
600.0 5
604.8 38
609.6 76
614.4 98
619.2 158
624.0 269
628.8 355
633.6 504
638.4 592
643.2 721
648.0 863
652.8 1078
657.6 1230
662.4 1448
667.2 1709
672.0 1877
676.8 2073
681.6 2414
686.4 2614
691.2 2920
696.0 3052
700.8 3459
705.6 3589
710.4 3625
715.2 3754
720.0 3857
724.8 3902
729.6 3967
734.4 3843
739.2 4010
744.0 3888
748.8 3819
753.6 3727
758.4 3586
763.2 3295
768.0 3102
772.8 2798
777.6 2591
782.4 2372
787.2 2133
792.0 1817
796.8 1631
801.6 1415
806.4 1207
811.2 1008
816.0 855
820.8 710
825.6 535
830.4 437
835.2 346
840.0 249
844.8 172
849.6 95
854.4 62
859.2 26
864.0 17
868.8 2
873.6 0
878.4 0
883.2 0
888.0 0
892.8 0
897.6 0
902.4 0
907.2 0
912.0 0
916.8 0
921.6 0
926.4 0
931.2 0
936.0 0
940.8 0
945.6 0
950.4 0
955.2 0
960.0 0
964.8 0
969.6 0
974.4 0
979.2 0
984.0 0
988.8 0
993.6 0
998.4 0
1003.2 0
1008.0 0
1012.8 0
1017.6 0
1022.4 0
